"","X","Y","religion"
"698",35.2511902,31.9476232,"muslim"
"699",35.0212113,31.9459937,"muslim"
"700",35.0671439,31.8843123,"muslim"
"701",35.2899411,31.9599538,"christian"
"702",35.2136008,31.8836922,"muslim"
"703",35.1627272,32.0222863,"muslim"
"704",35.2107409,31.9612718,"muslim"
"705",35.090738,31.928768,"muslim"
"706",35.2092342,31.952308,"muslim"
"707",35.1311974,32.0550535,"muslim"
"708",35.2592585,31.9862045,"muslim"
"709",35.0658162,31.9005978,"muslim"
"710",35.1791699,31.8974855,"muslim"
"711",35.2741406,31.8779302,"muslim"
"712",35.1933005,31.8694474,"muslim"
"713",35.2149037,31.960489,"christian"
"714",35.2229253,31.8779849,"muslim"
"715",35.1593057,31.9883334,"muslim"
"716",35.2795987,31.763273,"muslim"
"717",35.1806965,31.8165185,"muslim"
"718",35.2686618,31.8367909,"muslim"
"719",35.1733615,31.9572715,"muslim"
"720",35.2155991,31.9039416,"muslim"
"721",35.2008881,31.968395,"christian"
"722",35.2752162,32.0043333,"muslim"
"723",35.270688,31.7632442,"muslim"
"724",35.0971011,32.0482674,"muslim"
"725",35.2759078,32.0040616,"muslim"
"726",35.2998341,31.9295137,"muslim"
"727",35.0686534,32.0173127,"christian"
"728",35.2645952,31.7754519,"muslim"
"729",35.2625221,31.7751057,"christian"
"730",35.0672517,31.8697089,"muslim"
"731",35.2997731,31.9287085,"muslim"
"732",35.1141208,31.9771403,"muslim"
"733",35.128744,32.054474,"muslim"
"734",35.1601814,31.9984359,"muslim"
"735",35.1588431,31.9989801,"muslim"
"736",35.2643125,32.0323787,"muslim"
"737",35.1703404,31.9101066,"muslim"
"738",35.1036348,32.033542,"muslim"
"739",35.1733812,32.0423543,"muslim"
"740",35.2558735,31.8091309,"muslim"
"741",35.2016488,31.9088999,"muslim"
"742",35.2241253,31.8723765,"muslim"
"743",35.3015506,31.9524137,"christian"
"744",35.2305809,31.9733979,"muslim"
"745",35.1952468,31.8541051,"muslim"
"746",35.085443,31.8948852,"muslim"
"747",35.1180765,32.0501666,"muslim"
"748",35.1903962,31.9608204,"muslim"
"749",35.2155552,31.9612704,"christian"
"750",35.0196695,31.9445669,"muslim"
"751",35.1224696,31.8344606,"muslim"
"752",35.1952909,32.032592,"muslim"
"753",35.0190464,32.0285301,"muslim"
"754",35.2675758,31.743415,"muslim"
"755",35.1494011,31.9288644,"muslim"
"756",35.1491907,31.8242715,"muslim"
"757",35.0686468,32.0156607,"muslim"
"758",35.0733079,31.9489725,"muslim"
"759",35.1917068,31.8710985,"muslim"
"760",35.2699071,31.7319922,"muslim"
"761",35.142605,31.9058397,"muslim"
"762",35.2807746,31.8944465,"muslim"
"763",35.2024513,32.0370594,"muslim"
"764",35.2602515,31.8351601,"muslim"
"765",35.1261675,31.8694012,"muslim"
"766",35.2214814,31.9481573,"muslim"
"767",35.1350171,31.8402987,"christian"
"768",35.2056329,31.8631484,"muslim"
"769",35.0581632,31.9070282,"muslim"
"770",35.2265755,31.8562797,"muslim"
"771",35.0584382,31.9031091,"muslim"
"772",35.257073,31.7369113,"muslim"
"773",35.2558779,31.7704232,"muslim"
"774",35.0963846,31.9248114,"muslim"
"775",35.0355127,31.9845149,"muslim"
"776",35.2107518,31.9182971,"muslim"
"777",35.2394469,31.9247223,"muslim"
"778",35.1733493,31.9638941,"muslim"
"779",35.161443,31.9547963,"muslim"
"780",35.1045089,31.8564487,"muslim"
"781",35.1960134,31.8464078,"muslim"
"782",35.2252919,31.8523924,"muslim"
"783",35.1789071,31.8165561,"muslim"
"784",35.2587593,31.8051644,"muslim"
"785",35.2122993,31.9513801,"muslim"
"786",35.2617794,32.0402718,"muslim"
"787",35.2263433,31.9564823,"muslim"
"788",35.104019,31.9665778,"muslim"
"789",35.1965915,31.9701723,"muslim"
"790",35.2275161,31.871109,"muslim"
"791",35.1243687,31.8688768,"muslim"
"792",35.3109459,32.0063582,"muslim"
"793",35.2679544,31.8367624,"muslim"
"794",35.1243465,31.8693051,"muslim"
"795",35.1462508,32.0311554,"muslim"
"796",35.2966611,31.9620174,"muslim"
"797",35.1039121,31.9260392,"muslim"
"798",35.1283229,32.0535447,"muslim"
"799",35.278244,31.8738627,"muslim"
"800",35.1852664,31.8479858,"muslim"
"801",35.1049397,32.0296162,"muslim"
"802",35.148078,31.9262297,"muslim"
"803",35.2614901,31.9881155,"muslim"
"804",35.1042035,32.0295343,"muslim"
"805",35.210848,31.894559,"muslim"
"806",35.2069605,31.8628892,"muslim"
"807",35.070889,31.9265158,"muslim"
"808",35.2017623,31.9692148,"muslim"
"809",35.2027178,32.0305607,"muslim"
"810",35.2514638,31.9193902,"muslim"
"811",35.117825,31.9156796,"muslim"
"812",35.0496876,31.9723184,"muslim"
"813",35.0705273,31.9267626,"muslim"
"814",35.1839841,31.8514483,"muslim"
"815",35.1640231,31.895268,"muslim"
"816",35.2326689,31.8551084,"muslim"
"817",35.2855192,32.0367109,"muslim"
"818",35.2209976,31.8896496,"muslim"
"819",35.1960221,31.9041853,"muslim"
"820",35.2549431,31.8946595,"muslim"
"821",35.2118313,31.9040101,"muslim"
"822",35.1987536,31.9958994,"muslim"
"823",35.2353632,31.8467313,"muslim"
"824",35.0686957,31.8690658,"muslim"
"825",35.070533,31.8704392,"muslim"
"826",35.2627971,31.7567712,"muslim"
"827",35.2182985,31.9126089,"muslim"
"828",35.1984371,31.8592433,"muslim"
"829",35.2463177,31.8102635,"muslim"
"830",35.17068,31.9673576,"muslim"
"831",35.2772864,31.8732399,"muslim"
"832",35.1514166,31.8468239,"muslim"
"833",35.2467231,31.852646,"muslim"
"834",35.0213806,31.9475358,"muslim"
"835",35.2559505,31.7708188,"muslim"
"836",35.071291,31.9441681,"muslim"
"837",35.2342997,31.851653,"muslim"
"838",35.2736259,32.0040982,"muslim"
"839",35.2685964,31.8188763,"muslim"
"840",35.0494928,31.9711879,"muslim"
"841",35.1429857,31.906991,"christian"
"842",35.096784,31.9298816,"muslim"
"843",35.1651194,32.0489471,"muslim"
"844",35.2312498,31.8489757,"muslim"
"845",35.2856878,32.0338528,"muslim"
"846",35.1111839,31.852619,"muslim"
"847",35.1126865,31.8869193,"muslim"
"848",35.0176161,32.026014,"muslim"
"849",35.0952357,31.9708308,"muslim"
"850",35.1745018,31.8836388,"muslim"
"851",35.0671154,32.0167108,"christian"
"852",35.1052393,32.0307823,"muslim"
"853",35.2081558,32.0035452,"muslim"
"854",35.2014414,31.8989186,"christian"
"855",35.1163811,31.9744929,"muslim"
"856",35.1161143,31.9420102,"muslim"
"857",35.2851392,32.0375904,"muslim"
"858",35.265753,31.7630042,"muslim"
"859",35.3466664,32.0202971,"muslim"
"860",35.1798458,31.8942939,"muslim"
"861",35.2139822,31.945756,"muslim"
"862",35.0060423,31.9734997,"muslim"
"863",35.2576253,31.8587932,"muslim"
"864",35.2640871,31.7483988,"muslim"
"865",35.1479034,32.0344039,"muslim"
"866",35.1712935,32.0491833,"muslim"
"867",35.076454,32.0012273,"muslim"
"868",35.1964618,31.9023419,"christian"
"869",35.2615096,31.8134394,"muslim"
"870",35.2434141,31.9748665,"muslim"
"871",35.1274549,32.0567334,"muslim"
"872",35.3021297,32.0166588,"muslim"
"873",35.0118349,31.978484,"muslim"
"874",35.1238405,32.0427966,"muslim"
"875",35.131232,31.8592391,"muslim"
"876",35.2151308,31.9057607,"muslim"
"877",35.1691372,31.9632431,"muslim"
"878",35.244287,31.954321,"muslim"
"879",35.3091812,31.9897366,"muslim"
"880",35.2728255,31.8775064,"muslim"
"881",35.2819925,31.7676386,"muslim"
"882",35.1851728,31.8488276,"muslim"
"883",35.1263394,31.9177265,"muslim"
"884",35.25185,31.953138,"muslim"
"885",35.0466234,31.9493075,"muslim"
"886",35.0446689,31.8869178,"muslim"
"887",35.2615092,31.7720026,"muslim"
"888",35.2360113,31.8500222,"muslim"
"889",35.2623895,31.9678299,"muslim"
"890",35.2139728,31.9504268,"muslim"
"891",35.1244086,32.0174721,"muslim"
"892",35.2771556,31.8723738,"muslim"
"893",35.0836896,31.8959402,"muslim"
"894",35.11986,32.0481766,"muslim"
"895",35.253692,31.8949683,"muslim"
"896",35.2093337,31.9518536,"muslim"
"897",35.1150867,31.9759945,"muslim"
"898",35.2128241,31.9249238,"muslim"
"899",35.2271245,31.8676536,"muslim"
"900",35.1643884,31.9784086,"muslim"
"901",35.1876786,31.9743862,"muslim"
"902",34.9944319,31.9659487,"muslim"
"903",35.114161,31.915707,"muslim"
"904",35.349012,32.019164,"muslim"
"905",35.2037032,32.0368008,"muslim"
"906",35.0866534,31.8933664,"muslim"
"907",35.0974099,32.047763,"muslim"
"908",35.1208882,31.9387357,"muslim"
"909",35.2838125,31.7581945,"muslim"
"910",35.2077796,31.8292949,"muslim"
"911",35.1979074,31.8595437,"muslim"
"912",35.0950309,31.9281669,"muslim"
"913",35.2761523,31.8744696,"muslim"
"914",35.1335118,32.1990422,"muslim"
"915",34.9889409,32.159584,"muslim"
"916",35.0455911,32.1522748,"muslim"
"917",35.1605984,32.1918927,"muslim"
"918",35.0584555,32.1767326,"muslim"
"919",35.1315602,32.2044756,"muslim"
"920",34.980914,32.1637657,"muslim"
"921",34.9917577,32.1561225,"muslim"
"922",35.1305404,32.179311,"muslim"
"923",35.0910353,32.1825454,"muslim"
"924",35.1261321,32.2069076,"muslim"
"925",35.1707248,32.2141539,"muslim"
"926",35.1712193,32.2120283,"muslim"
"927",35.0555084,32.1779231,"muslim"
"928",34.9784429,32.1640594,"muslim"
"929",35.0195225,32.1405674,"muslim"
"930",34.9913136,32.1581801,"muslim"
"931",34.9785217,32.1635626,"muslim"
"932",35.1301952,32.2052279,"muslim"
"933",34.9765022,32.1657838,"muslim"
"934",35.0128446,32.1432071,"muslim"
"935",34.981718,32.1618855,"muslim"
"936",34.9787509,32.161847,"muslim"
"937",35.1717029,32.2105583,"muslim"
"938",35.0364042,32.1725137,"muslim"
"939",35.1325098,32.2007957,"muslim"
"940",35.0499325,32.1530982,"muslim"
"941",34.9760168,32.1960282,"muslim"
"942",34.980214,32.1945646,"muslim"
"943",34.968194,32.1961849,"muslim"
"944",34.9632945,32.1932866,"muslim"
"945",34.970931,32.1895458,"muslim"
"946",34.9778455,32.1838817,"muslim"
"947",34.9772048,32.1889589,"muslim"
"948",34.9790374,32.186444,"muslim"
"949",35.4508478,31.8504312,"muslim"
"950",35.443875,32.026259,"muslim"
"951",35.4686414,31.8518865,"muslim"
"952",35.4765353,31.8613631,"muslim"
"953",35.4342777,31.8404738,"muslim"
"954",35.4663345,31.8662075,"muslim"
"955",35.4510445,31.8559627,"christian"
"956",35.4439679,32.0233297,"muslim"
"957",35.4656179,31.9560922,"muslim"
"958",35.437869,31.8382618,"muslim"
"959",35.4682302,31.9485967,"muslim"
"960",35.4620239,31.8616693,"muslim"
"961",35.4436754,31.8368809,"muslim"
"962",35.4562001,31.856279,"christian"
"963",35.4332637,31.8907167,"muslim"
"964",35.471074,31.9463241,"muslim"
"965",35.4903018,31.8386545,"muslim"
"966",35.4652615,31.9429302,"muslim"
"967",35.4370084,32.0325889,"muslim"
"968",35.4402116,31.842702,"muslim"
"969",35.4616065,31.8851236,"muslim"
"970",35.4508911,31.8598122,"christian"
"971",35.4313161,31.8727061,"christian"
"972",35.4374204,31.8611886,"muslim"
"973",35.4366937,31.8438447,"muslim"
"974",35.4497516,31.8612213,"muslim"
"975",35.4576461,31.9469602,"muslim"
"976",35.4525387,31.8818731,"muslim"
"977",35.4616203,31.854578,"muslim"
"978",35.4334295,31.8910699,"muslim"
"979",35.4561271,31.856911,"christian"
"980",35.435744,31.8386876,"muslim"
"981",35.4421133,31.8340747,"muslim"
"982",35.2382464,32.1091739,"muslim"
"983",35.2333629,32.1048179,"muslim"
"984",35.2389071,32.1099347,"muslim"
"985",35.1020463,32.1217378,"muslim"
"986",35.0998916,32.1279132,"muslim"
"987",35.0749905,32.1120416,"muslim"
"988",35.1387791,32.1310979,"muslim"
"989",35.0426781,32.0785741,"muslim"
"990",35.1397736,32.1135576,"muslim"
"991",35.1400078,32.1299609,"muslim"
"992",35.0796525,32.0703346,"muslim"
"993",35.0234833,32.0651602,"muslim"
"994",35.0755385,32.1134969,"muslim"
"995",35.177358,32.0837644,"muslim"
"996",35.0812952,32.0653521,"muslim"
"997",35.1577173,32.1183773,"muslim"
"998",35.0907285,32.1042176,"muslim"
"999",35.1937695,32.1127182,"muslim"
"1000",35.1407973,32.1308829,"muslim"
"1001",35.1778576,32.0620563,"muslim"
"1002",35.1479166,32.0682911,"muslim"
"1003",35.080752,32.0660111,"muslim"
"1004",35.0780138,32.1127431,"muslim"
"1005",35.1703475,32.0911996,"muslim"
"1006",35.1785992,32.090077,"muslim"
"1007",35.0977727,32.1169887,"muslim"
"1008",35.0453366,32.0990794,"muslim"
"1009",35.1009052,32.1284537,"muslim"
"1010",35.0272322,32.0635384,"muslim"
"1011",35.1867854,32.084125,"muslim"
"1012",35.139219,32.1353731,"muslim"
"1013",35.0397755,32.0963318,"muslim"
"1014",35.0997981,32.1277444,"muslim"
"1015",35.1511313,32.0700483,"muslim"
"1016",35.0202267,32.0666817,"muslim"
"1017",35.0841007,32.0648951,"muslim"
"1018",35.0995332,32.1295104,"muslim"
"1019",35.0819542,32.0671381,"muslim"
"1020",35.178221,32.0818602,"muslim"
"1021",35.2369481,32.1082601,"muslim"
"1022",35.1713211,32.0891407,"muslim"
"1023",35.1847481,32.1374788,"muslim"
"1024",35.1780591,32.0620507,"muslim"
"1025",35.1965434,32.1116896,"muslim"
"1026",35.2250634,32.1043347,"muslim"
"1027",35.1446072,32.1289804,"muslim"
"1028",35.1577151,32.1205427,"muslim"
"1029",35.0509479,32.1073279,"muslim"
"1030",35.2373,32.1088557,"muslim"
"1031",35.127566,32.316787,"muslim"
"1032",35.0426514,32.2272847,"muslim"
"1033",35.1927611,32.1116828,"muslim"
"1034",35.0259807,32.0647969,"muslim"
"1035",35.2253461,32.1038034,"muslim"
"1036",35.1711401,32.1221962,"muslim"
"1037",35.108448,32.3696611,"muslim"
"1038",35.0885523,32.1034939,"muslim"
"1039",35.140023,32.1144555,"muslim"
"1040",35.0509838,32.1080796,"muslim"
"1041",35.1423778,32.1150973,"muslim"
"1042",35.0506376,32.1069674,"muslim"
"1043",35.1091139,32.3331171,"muslim"
"1044",35.0279795,32.3061003,"muslim"
"1045",35.0365803,32.0951527,"muslim"
"1046",35.1013573,32.1232006,"muslim"
"1047",35.0889844,32.1153956,"muslim"
"1048",35.0449804,32.0779642,"muslim"
"1049",35.1091765,32.3737448,"muslim"
"1050",35.1262366,32.3038702,"muslim"
"1051",35.0393726,32.3183896,"muslim"
"1052",35.1074514,32.3713134,"muslim"
"1053",35.0515722,32.3855034,"muslim"
"1054",35.0359383,32.3335337,"muslim"
"1055",35.1193973,32.3853285,"muslim"
"1056",35.0242713,32.3032819,"muslim"
"1057",35.1487933,32.2852303,"muslim"
"1058",35.0716816,32.4109944,"muslim"
"1059",35.0841787,32.427993,"muslim"
"1060",35.1301851,32.2631446,"muslim"
"1061",35.0255176,32.325605,"muslim"
"1062",35.0528558,32.3257356,"muslim"
"1063",35.0293114,32.3196649,"muslim"
"1064",35.0732691,32.363547,"muslim"
"1065",35.0378284,32.328873,"muslim"
"1066",35.0595271,32.3209909,"muslim"
"1067",35.0722634,32.3694366,"muslim"
"1068",35.1099099,32.2614398,"muslim"
"1069",35.0673283,32.3738985,"muslim"
"1070",35.0673918,32.3845105,"muslim"
"1071",35.052216,32.3268666,"muslim"
"1072",35.0764749,32.3521083,"muslim"
"1073",35.0725779,32.3679898,"muslim"
"1074",35.0855977,32.2243248,"muslim"
"1075",35.0349402,32.3362319,"muslim"
"1076",35.0285084,32.28865,"muslim"
"1077",35.1332518,32.2598579,"muslim"
"1078",35.0424532,32.3100856,"muslim"
"1079",35.1072121,32.4110913,"muslim"
"1080",35.1238972,32.3179516,"muslim"
"1081",35.1307985,32.2617626,"muslim"
"1082",35.0564016,32.3258645,"muslim"
"1083",35.0714603,32.2242061,"muslim"
"1084",35.0502729,32.2825542,"muslim"
"1085",35.0436796,32.3234037,"muslim"
"1086",35.1198364,32.3092933,"muslim"
"1087",35.1157672,32.3106926,"muslim"
"1088",35.0704818,32.407604,"muslim"
"1089",35.1110661,32.2973978,"muslim"
"1090",35.0172396,32.2964565,"muslim"
"1091",35.1153214,32.3098885,"muslim"
"1092",35.0371491,32.304862,"muslim"
"1093",35.019599,32.3000321,"muslim"
"1094",35.1110731,32.2619544,"muslim"
"1095",35.0777815,32.3537699,"muslim"
"1096",35.1531193,32.2892087,"muslim"
"1097",35.0480163,32.3856738,"muslim"
"1098",35.0508446,32.2932334,"muslim"
"1099",35.0207247,32.3097679,"muslim"
"1100",35.0960835,32.4080533,"muslim"
"1101",35.1159034,32.310511,"muslim"
"1102",35.084535,32.4324324,"muslim"
"1103",35.1259264,32.3166362,"muslim"
"1104",35.0644709,32.244259,"muslim"
"1105",35.0694923,32.4103949,"muslim"
"1106",35.0411849,32.2953392,"muslim"
"1107",35.0552107,32.4157724,"muslim"
"1108",35.0495611,32.3471018,"muslim"
"1109",35.0366835,32.3081093,"muslim"
"1110",35.0318949,32.2981405,"muslim"
"1111",35.1144223,32.3067046,"muslim"
"1112",35.0525814,32.3449768,"muslim"
"1113",35.1171059,32.3073592,"muslim"
"1114",35.0836451,32.274664,"muslim"
"1115",35.0481725,32.3844621,"muslim"
"1116",35.0233189,32.3093886,"muslim"
"1117",35.1055923,32.3696181,"muslim"
"1118",35.1016208,32.3287489,"muslim"
"1119",35.0206393,32.2853833,"muslim"
"1120",35.084424,32.4347331,"muslim"
"1121",35.063694,32.2535668,"muslim"
"1122",35.0229136,32.2860666,"muslim"
"1123",35.04943,32.3851553,"muslim"
"1124",35.0396638,32.3140066,"muslim"
"1125",35.1177426,32.3836812,"muslim"
"1126",35.098457,32.2351896,"muslim"
"1127",35.1220034,32.3854503,"muslim"
"1128",35.083596,32.4025426,"muslim"
"1129",35.035573,32.3331169,"muslim"
"1130",35.0447992,32.3140941,"muslim"
"1131",35.1285287,32.2590525,"muslim"
"1132",35.0344123,32.2886411,"muslim"
"1133",35.0193512,32.3172129,"muslim"
"1134",35.0711097,32.3714018,"muslim"
"1135",35.1121862,32.3300105,"muslim"
"1136",35.1185885,32.3109375,"muslim"
"1137",35.080109,32.3535293,"muslim"
"1138",35.0419708,32.3133094,"muslim"
"1139",35.0612633,32.2513148,"muslim"
"1140",35.0562662,32.4143707,"muslim"
"1141",35.2885271,32.4624614,"muslim"
"1142",35.2889107,32.4626426,"muslim"
"1143",35.2855972,32.4602986,"muslim"
"1144",35.2904129,32.4597127,"muslim"
"1145",35.3844893,32.3872638,"muslim"
"1146",35.3787226,32.3899604,"muslim"
"1147",35.3684224,32.3897155,"muslim"
"1148",35.3410453,32.4014415,"muslim"
"1149",35.3848673,32.4211599,"muslim"
"1150",35.3839661,32.4216308,"muslim"
"1151",35.3849365,32.4210739,"muslim"
"1152",35.4075125,32.4204615,"muslim"
"1153",35.3405877,32.3728444,"muslim"
"1154",35.3396438,32.3713422,"muslim"
"1155",35.3630001,32.4266646,"muslim"
"1156",35.3637895,32.4562479,"muslim"
"1157",35.3583961,32.457006,"muslim"
"1158",35.3680154,32.4542957,"muslim"
"1159",35.4005132,32.4891966,"muslim"
"1160",35.3986483,32.491238,"muslim"
"1161",35.3985708,32.4914952,"muslim"
"1162",35.404242,32.4911385,"muslim"
"1163",35.4020642,32.4906444,"muslim"
"1164",35.3928566,32.4941847,"muslim"
"1165",35.2759014,32.3919495,"muslim"
"1166",35.2787836,32.4027684,"muslim"
"1167",35.2759484,32.4051949,"muslim"
"1168",35.2803825,32.4097227,"muslim"
"1169",35.2850144,32.4095081,"muslim"
"1170",35.2752472,32.4071475,"muslim"
"1171",35.2474837,32.395968,"muslim"
"1172",35.236808,32.397945,"muslim"
"1173",35.2498017,32.3961608,"muslim"
"1174",35.2364286,32.3965312,"muslim"
"1175",35.2377018,32.3972156,"muslim"
"1176",35.2319544,32.3746932,"muslim"
"1177",35.2323946,32.3758613,"muslim"
"1178",35.3139749,32.5087215,"muslim"
"1179",35.3140024,32.5087858,"muslim"
"1180",35.3212538,32.4984334,"muslim"
"1181",35.3222283,32.4993702,"muslim"
"1182",35.3500843,32.4962463,"muslim"
"1183",35.3503115,32.4961719,"muslim"
"1184",35.3642587,32.5119536,"muslim"
"1185",35.3649855,32.5115846,"muslim"
"1186",35.2261569,32.4850265,"muslim"
"1187",35.2251452,32.4848518,"muslim"
"1188",35.2303712,32.4915955,"muslim"
"1189",35.2275107,32.4880568,"muslim"
"1190",35.2614426,32.456077,"muslim"
"1191",35.2583658,32.4546676,"muslim"
"1192",35.2619555,32.4554465,"muslim"
"1193",35.2600613,32.4575973,"christian"
"1194",35.2605153,32.4566565,"muslim"
"1195",35.2601121,32.456315,"christian"
"1196",35.2670977,32.4302962,"muslim"
"1197",35.2765917,32.429804,"muslim"
"1198",35.2703828,32.4135475,"muslim"
"1199",35.324284,32.384799,"muslim"
"1200",35.3245212,32.3871394,"christian"
"1201",35.2035477,32.4443843,"muslim"
"1202",35.3070128,32.4618937,"muslim"
"1203",35.2989211,32.4648467,"muslim"
"1204",35.3010592,32.4584507,"muslim"
"1205",35.3127093,32.4581158,"muslim"
"1206",35.3180126,32.4635799,"muslim"
"1207",35.2970913,32.4570226,"muslim"
"1208",35.2979281,32.4888286,"muslim"
"1209",35.3024593,32.4726015,"muslim"
"1210",35.3024176,32.4836982,"muslim"
"1211",34.7707817,32.0799641,"jewish"
"1212",34.8507269,32.3214046,"jewish"
"1213",34.7723073,32.082621,"jewish"
"1214",35.0573436,32.0319652,"jewish"
"1215",35.0600893,32.0306381,"jewish"
"1216",35.0002127,32.7670607,"jewish"
"1217",34.5050191,31.5274963,"muslim"
"1218",34.5069187,31.5071348,"muslim"
"1219",34.539271,31.5427758,"muslim"
"1220",34.490427,31.524722,"muslim"
"1221",34.5092479,31.5292818,"muslim"
"1222",34.541949,31.5377168,"muslim"
"1223",34.5044033,31.5380942,"muslim"
"1224",34.4922877,31.5336578,"muslim"
"1225",34.4980944,31.5334414,"muslim"
"1226",34.5002435,31.5315184,"muslim"
"1227",34.4953602,31.5319233,"muslim"
"1228",34.506916,31.5362365,"muslim"
"1229",34.5334319,31.5421235,"muslim"
"1230",34.4839751,31.526005,"muslim"
"1231",34.4998152,31.5306456,"muslim"
"1232",34.5140446,31.5347897,"muslim"
"1233",34.528702,31.5429278,"muslim"
"1234",34.4887489,31.5233876,"muslim"
"1235",34.4908337,31.5276712,"muslim"
"1236",34.5256172,31.5390633,"muslim"
"1237",34.4975262,31.5263429,"muslim"
"1238",34.4966078,31.5288249,"muslim"
"1239",34.4979535,31.5458351,"muslim"
"1240",34.4780082,31.5243347,"muslim"
"1241",34.4534214,31.4912795,"muslim"
"1242",34.4627697,31.5051339,"muslim"
"1243",34.4617709,31.5086855,"muslim"
"1244",34.469009,31.5171322,"muslim"
"1245",34.4813209,31.5222519,"muslim"
"1246",34.4298833,31.5024967,"muslim"
"1247",34.4466689,31.5359046,"muslim"
"1248",34.4436963,31.4999772,"muslim"
"1249",34.4668225,31.5274163,"muslim"
"1250",34.4445667,31.5010918,"muslim"
"1251",34.479288,31.5288254,"muslim"
"1252",34.4637665,31.5055401,"muslim"
"1253",34.4503421,31.5339659,"muslim"
"1254",34.4825007,31.5276682,"muslim"
"1255",34.4270307,31.5036393,"muslim"
"1256",34.4445546,31.523767,"muslim"
"1257",34.4711397,31.5245295,"muslim"
"1258",34.4611586,31.5067462,"muslim"
"1259",34.4723146,31.5262925,"muslim"
"1260",34.441359,31.5307177,"muslim"
"1261",34.4687064,31.5245485,"muslim"
"1262",34.4518004,31.4943101,"muslim"
"1263",34.4470998,31.5294541,"muslim"
"1264",34.4664219,31.5055512,"muslim"
"1265",34.4445732,31.5296217,"muslim"
"1266",34.4737681,31.5220693,"muslim"
"1267",34.4612447,31.5087521,"muslim"
"1268",34.4436743,31.5334216,"muslim"
"1269",34.4853326,31.5149376,"muslim"
"1270",34.4496536,31.5333943,"muslim"
"1271",34.4513864,31.4971176,"muslim"
"1272",34.446058,31.5373445,"muslim"
"1273",34.4213659,31.4703012,"muslim"
"1274",34.4325166,31.5229996,"muslim"
"1275",34.4501788,31.5299826,"muslim"
"1276",34.3928002,31.4251533,"muslim"
"1277",34.3920788,31.4600725,"muslim"
"1278",34.342484,31.4266459,"muslim"
"1279",34.3324875,31.3715116,"muslim"
"1280",34.3448395,31.4185158,"muslim"
"1281",34.3520918,31.4168779,"muslim"
"1282",34.3313683,31.3751528,"muslim"
"1283",34.338641,31.4101182,"muslim"
"1284",34.3515816,31.4194285,"muslim"
"1285",34.3241946,31.3630799,"muslim"
"1286",34.3159036,31.3672635,"muslim"
"1287",34.3444379,31.4141014,"muslim"
"1288",34.3510339,31.4154363,"muslim"
"1289",34.3536735,31.4115727,"muslim"
"1290",34.33968,31.4196513,"muslim"
"1291",34.3473632,31.4213489,"muslim"
"1292",34.3652229,31.4292861,"muslim"
"1293",34.3516674,31.3674066,"muslim"
"1294",34.3344483,31.3944149,"muslim"
"1295",34.389622,31.4571965,"muslim"
"1296",34.3550673,31.3891994,"muslim"
"1297",34.3402163,31.3694866,"muslim"
"1298",34.3371797,31.367309,"muslim"
"1299",34.2405096,31.3028215,"muslim"
"1300",34.2963671,31.3525256,"muslim"
"1301",34.2890752,31.3252009,"muslim"
"1302",34.2704045,31.2853393,"muslim"
"1303",34.3178204,31.3596065,"muslim"
"1304",34.2751593,31.283981,"muslim"
"1305",34.2500634,31.2753369,"muslim"
"1306",34.2666897,31.2799814,"muslim"
"1307",34.2943772,31.2827903,"muslim"
"1308",34.2528021,31.3025141,"muslim"
"1309",34.2887601,31.2602698,"muslim"
"1310",34.3612242,31.3070755,"muslim"
"1311",34.3007394,31.3458207,"muslim"
"1312",34.2715871,31.2741699,"muslim"
"1313",34.3005706,31.3558999,"muslim"
"1314",34.2753203,31.27678,"muslim"
"1315",34.3472481,31.3236655,"muslim"
"1316",34.3025448,31.3436696,"muslim"
"1317",34.2763436,31.2686954,"muslim"
"1318",34.2501088,31.3015713,"muslim"
"1319",34.3472896,31.3201684,"muslim"
"1320",34.3519613,31.3386321,"muslim"
"1321",34.2599878,31.3011763,"muslim"
"1322",34.3557483,31.3093094,"muslim"
"1323",34.2600609,31.28133,"muslim"
"1324",34.3289982,31.2926676,"muslim"
"1325",34.2460332,31.2934511,"muslim"
"1326",34.2574824,31.2690438,"muslim"
"1327",34.2484524,31.3430227,"muslim"
"1328",34.2608377,31.284051,"muslim"
"1329",34.2588456,31.2884236,"muslim"
"1330",34.2386586,31.3371038,"muslim"
"1331",34.2646586,31.2931564,"muslim"
"1332",34.2808691,31.2695359,"muslim"
"1333",34.2589459,31.2711751,"muslim"
"1334",34.2678825,31.2738809,"muslim"
"1335",34.3459248,31.3362347,"muslim"
"1336",34.3093424,31.3438457,"muslim"
"1337",34.255233,31.2877892,"muslim"
"1338",34.2599042,31.2732081,"muslim"
"1339",34.3224462,31.3594956,"muslim"
"1340",34.2588854,31.2937741,"muslim"
"1341",34.2529215,31.272508,"muslim"
"1342",34.2544376,31.266552,"muslim"
"1343",34.2636942,31.2531025,"muslim"
"1344",34.347217,31.3445332,"muslim"
"1345",34.2423622,31.296953,"muslim"
"1346",34.2633161,31.2703179,"muslim"
"1347",34.2520866,31.2772011,"muslim"
"1348",34.3522595,31.324471,"muslim"
"1349",34.2728885,31.268799,"muslim"
"1350",34.268322,31.2637281,"muslim"
"1351",34.2497653,31.3012982,"muslim"
"1352",35.1998457,31.7092751,"christian"
"1353",34.774043,32.0962806,"jewish"
